X1	gene	pvalue	pipeline
0	MUC1	0.5	muse
0	SPPL2B	0.5	muse
0	TP53TG5	0.5	muse
0	ZHX3	0.5	muse
0	ZNF83	0.23975006109347674	muse
0	GDI2	0.5	muse
0	KCNG1	0.5	muse
0	MAP4K5	0.5	muse
0	ZXDA	0.5	muse
0	ICMT	0.5	muse
0	IGHV3-43	0.5	muse
0	STK35	0.5	muse
0	ABCA6	0.5	muse
0	ALDH1L2	0.5	muse
0	ATXN2	0.5	muse
0	CACNA1A	0.23975006109347674	muse
0	CATSPERD	0.5	muse
0	COL20A1	0.5	muse
0	DFNB59	0.5	muse
0	DHCR24	0.5	muse
0	DLGAP4	0.5	muse
0	DMTF1	0.5	muse
0	DOCK9	0.5	muse
0	ETAA1	0.5	muse
0	FCAMR	0.5	muse
0	GRXCR2	0.5	muse
0	KCNT2	0.5	muse
0	LRTM2	0.5	muse
0	MORN1	0.5	muse
0	OR5R1	0.5	muse
0	PLCXD2	0.5	muse
0	PPM1K	0.5	muse
0	PRL	0.5	muse
0	PSME3	0.5	muse
0	PSPC1	0.5	muse
0	RAPGEF1	0.5	muse
0	RBP3	0.5	muse
0	RCHY1	0.5	muse
0	UHRF1BP1	0.5	muse
0	WSCD2	0.5	muse
0	ZNF33B	0.5	muse
0	HIST2H2BF	0.5	muse
0	PARP12	0.5	muse
0	ATAD3C	0.5	muse
0	BRD3	0.5	muse
0	C19orf80	0.5	muse
0	CHPF	0.5	muse
0	CNGA2	0.5	muse
0	DAP3	0.5	muse
0	ERN2	0.5	muse
0	FAM53B	0.5	muse
0	FBN2	0.002213262928959916	muse
0	FSD2	0.5	muse
0	HUNK	0.5	muse
0	IRX6	0.5	muse
0	KARS	0.5	muse
0	MSTN	0.5	muse
0	MYBPC3	0.5	muse
0	NPVF	0.5	muse
0	OSGIN1	0.5	muse
0	PAMR1	0.5	muse
0	PRKCSH	0.5	muse
0	PRPF38A	0.5	muse
0	RAD9B	0.5	muse
0	RNF157	0.5	muse
0	TLK2	0.5	muse
0	VSTM4	0.5	muse
0	ANKRD13A	0.5	muse
0	ARSD	0.5	muse
