	gene	pvalue
0	UTP18	0.5
0	XPC	0.23975006109347674
0	ZBTB41	0.12410653949496181
0	A2ML1	0.5
0	ABCA1	0.06680720126885807
0	ABHD1	0.5
0	AFF4	0.5
0	AGO1	0.5
0	ANK1	0.5
0	ASIC3	0.5
0	ASXL3	0.12410653949496181
0	CCL4L1	0.5
0	CD38	0.5
0	CFAP69	0.5
0	DGAT1	0.5
0	ELF2	0.5
0	ENTPD5	0.5
0	FMNL1	0.5
0	GALNT10	0.23975006109347674
0	HCK	0.23975006109347674
0	HDAC6	0.06680720126885807
0	IDO2	0.5
0	INSIG1	0.5
0	KRTAP10-4	0.5
0	LTA4H	0.5
0	MB21D2	0.5
0	MCCC2	0.12410653949496181
0	MTCH1	0.5
0	MYH6	0.5
0	MYO3A	0.12410653949496181
0	NOD1	0.5
0	NUPL2	0.23975006109347674
0	PIGL	0.5
0	PLBD1	0.5
0	PRC1	0.5
0	PRDX5	0.5
0	PSMA2	0.5
0	PTPRF	0.12410653949496181
0	RABL6	0.5
0	RCOR2	0.5
0	RPIA	0.5
0	RRP15	0.5
0	SCLT1	0.23975006109347674
0	SDF4	0.5
0	SHROOM3	0.23975006109347674
0	SIX6	0.5
0	SLC12A7	0.23975006109347674
0	SLC32A1	0.5
0	SSTR3	0.5
0	THSD7B	0.23975006109347674
0	TMEM54	0.5
0	TNS2	0.5
0	TRDN	0.5
0	ZNF77	0.23975006109347674
0	ZW10	0.5
0	ADAM29	0.12410653949496181
0	ADAT3	0.5
0	ANO5	0.23975006109347674
0	ARHGEF17	0.5
0	ARSH	0.5
0	CA14	0.5
0	CEP57	0.5
0	CPSF1	0.5
0	DBN1	0.5
0	DDX24	0.23975006109347674
0	HTR7	0.5
0	HYAL2	0.5
0	JPH3	0.5
0	LOXL2	0.5
0	MRAS	0.5
0	OR2AE1	0.5
0	PIGM	0.5
0	TBC1D3I	0.5
0	TBX6	0.5
0	TDP2	0.5
0	TTC39B	0.5
0	USP43	0.5
0	CNR2	0.12410653949496181
0	PTPN23	0.5
0	ATP5B	0.5
0	C7	0.5
0	CAPN2	0.5
0	COG3	0.5
0	DLL1	0.5
0	EIF3E	0.5
0	EZH1	0.5
0	FAM161B	0.5
0	FER	0.5
0	HIATL1	0.5
0	KCNH8	0.23975006109347674
0	LMTK2	0.12410653949496181
0	MGAM	0.12410653949496181
0	NMT1	0.5
0	OAS2	0.5
0	OTOL1	0.23975006109347674
0	PCDHA4	0.23975006109347674
0	POMC	0.5
0	SAFB	0.5
0	SLC30A1	0.5
0	SPG21	0.5
0	TAB1	0.5
0	TBC1D5	0.5
0	TMCO3	0.5
0	TMEM160	0.5
0	USP37	0.5
0	XK	0.5
0	ZNF257	0.12410653949496181
0	ZNF460	0.5
0	CACNG5	0.5
0	DST	0.07445733658938286
0	EEFSEC	0.5
0	IGF2BP2	0.5
0	KCNV2	0.23975006109347674
0	KLK13	0.5
0	MEGF9	0.23975006109347674
0	METTL13	0.23975006109347674
0	PAPSS2	0.5
0	SCML1	0.5
0	SIN3A	0.5
0	SLC52A2	0.5
