	gene	pvalue
0	SMG8	0.06680720126885807
0	SP8	0.23975006109347674
0	SUPT16H	0.5
0	TBC1D16	0.23975006109347674
0	TNN	0.23975006109347674
0	TRAK2	0.5
0	TRIM7	0.5
0	USP45	0.23975006109347674
0	WBSCR27	0.5
0	WDR48	0.23975006109347674
0	XAB2	0.06680720126885807
0	ZBTB2	0.5
0	ZFHX3	0.2071080891212626
0	ZKSCAN4	0.5
0	ZNF146	0.5
0	ZNF414	0.5
0	ANXA1	0.5
0	BCKDHA	0.5
0	C16orf58	0.5
0	CAMSAP2	0.17288929307558015
0	CYP2D6	0.5
0	FZD7	0.5
0	GIMAP4	0.5
0	GLTSCR1	0.23975006109347674
0	KBTBD3	0.5
0	RNF135	0.5
0	RNMT	0.23975006109347674
0	SMAD6	0.5
0	USP34	0.011671101006445408
0	VWA5B1	0.5
0	ARSH	0.23975006109347674
0	CAPN10	0.23975006109347674
0	CHST1	0.5
0	DENND6B	0.23975006109347674
0	EPT1	0.23975006109347674
0	FGD6	0.23975006109347674
0	GCKR	0.12410653949496181
0	IGHG2	0.5
0	IL1RL2	0.23975006109347674
0	SFRP2	0.5
0	SYNJ2BP	0.5
0	TRNT1	0.5
0	ABCC11	0.17288929307558015
0	ANXA3	0.23975006109347674
0	ASAP1	0.27014568730370997
0	CST9L	0.5
0	ELP4	0.5
0	GABRG3	0.5
0	GEMIN8	0.23975006109347674
0	LTBP4	0.06680720126885807
0	PRKACB	0.23975006109347674
0	SLITRK1	0.06680720126885807
0	TAT	0.5
0	TRPM3	0.12410653949496181
0	ZNF628	0.5
0	ZNF79	0.5
0	BMP10	0.5
0	GPS1	0.5
0	KIAA0408	0.5
0	PKD1L2	0.12410653949496181
0	ABCB7	0.5
0	ADAMTSL3	0.23975006109347674
0	B3GNT3	0.5
0	BMP8A	0.5
0	CDK5RAP3	0.5
0	CSTF2T	0.23975006109347674
0	DNMT1	0.06680720126885807
0	DYRK2	0.5
0	ETV3L	0.5
0	FRRS1L	0.5
0	GIPC1	0.12410653949496181
0	GNL3	0.5
0	GPRIN3	0.12410653949496181
0	HIVEP3	0.12410653949496181
0	KLHDC10	0.23975006109347674
0	LZTS2	0.5
0	MAGEA10	0.23975006109347674
0	MAGEB3	0.3085375387259869
0	MCM3	0.5
